,Industry,Region,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Known Vulnerabilities,External Advisor,Risk
8997,ECOMMERCE,NORTH AMERICA,271722,7,21,4981673,6,YES,HIGH
8998,TELECOM,ASIA,967738,4,45,5008196,3,YES,LOW
8999,EDUCATION,ASIA,715311,34,33,5067349,5,NO,LOW
9000,AUTOMOTIVE,ASIA,869422,6,43,4958441,9,YES,MEDIUM
9001,FINANCIAL SERVICES,AFRICA,445607,49,23,5072491,4,YES,HIGH
9002,OTHER,NORTH AMERICA,1036925,16,23,5024146,5,NO,LOW
9003,FINANCIAL SERVICES,ASIA,1237082,28,47,4993400,4,YES,MEDIUM
9004,ECOMMERCE,EUROPE,7649,2,49,5058663,2,NO,LOW
9005,OTHER,NORTH AMERICA,1459055,48,41,5001467,7,YES,HIGH
9006,ECOMMERCE,ASIA,38568,25,23,4945869,9,YES,HIGH
9007,AUTOMOTIVE,EUROPE,605594,13,13,4953482,6,YES,MEDIUM
9008,HEALTHCARE,SOUTH AMERICA,1179806,29,22,5095443,7,YES,HIGH
9009,TELECOM,AFRICA,501372,27,25,4954053,3,YES,MEDIUM
9010,HEALTHCARE,ASIA,24507,42,11,5026463,6,NO,MEDIUM
9011,TELECOM,ASIA,1161373,38,43,5033744,1,NO,LOW
9012,AUTOMOTIVE,ASIA,626140,16,37,5043291,1,YES,LOW
9013,AUTOMOTIVE,NORTH AMERICA,171871,46,7,4932207,3,YES,HIGH
9014,EDUCATION,AFRICA,619057,6,0,5043365,0,NO,LOW
9015,EDUCATION,AFRICA,1044552,8,20,4991925,9,YES,LOW
9016,TELECOM,NORTH AMERICA,690033,8,11,5018419,1,YES,MEDIUM
9017,HEALTHCARE,ASIA,1080300,29,0,4966881,1,NO,LOW
9018,FINANCIAL SERVICES,NORTH AMERICA,317703,9,20,4913071,9,NO,MEDIUM
9019,ECOMMERCE,EUROPE,607248,30,27,5031999,2,NO,LOW
9020,TELECOM,NORTH AMERICA,115145,37,36,5017046,4,NO,MEDIUM
9021,OTHER,SOUTH AMERICA,1070792,21,41,4992680,2,YES,MEDIUM
9022,ECOMMERCE,EUROPE,322052,28,47,5042750,8,NO,MEDIUM
9023,OTHER,ASIA,1147237,24,49,4975844,0,NO,LOW
9024,HEALTHCARE,SOUTH AMERICA,930661,12,26,4941445,1,NO,LOW
9025,HEALTHCARE,EUROPE,645055,9,0,5033339,8,NO,MEDIUM
9026,HEALTHCARE,ASIA,914875,36,13,5049746,3,YES,MEDIUM
9027,TELECOM,ASIA,710792,48,14,4945071,1,NO,LOW
9028,OTHER,NORTH AMERICA,85170,21,2,5016961,1,YES,MEDIUM
9029,TELECOM,EUROPE,10475,23,7,5026834,7,YES,HIGH
9030,OTHER,ASIA,984514,17,14,4936321,7,YES,MEDIUM
9031,AUTOMOTIVE,ASIA,204793,15,39,5044624,3,NO,LOW
9032,TELECOM,SOUTH AMERICA,577863,12,39,5065631,6,NO,MEDIUM
9033,AUTOMOTIVE,AFRICA,913065,17,5,5029364,8,NO,LOW
9034,EDUCATION,SOUTH AMERICA,983943,6,33,4998828,1,YES,LOW
9035,TELECOM,NORTH AMERICA,279729,41,49,5026849,7,NO,HIGH
9036,AUTOMOTIVE,ASIA,204637,24,39,5018530,1,NO,LOW
9037,TELECOM,NORTH AMERICA,344297,28,0,5027575,9,YES,HIGH
9038,ECOMMERCE,SOUTH AMERICA,790658,13,40,5066547,3,YES,MEDIUM
9039,EDUCATION,NORTH AMERICA,403630,1,43,5023425,4,YES,MEDIUM
9040,AUTOMOTIVE,AFRICA,1030874,49,25,4941597,5,YES,MEDIUM
9041,OTHER,AFRICA,209690,18,26,4947884,3,YES,MEDIUM
9042,FINANCIAL SERVICES,NORTH AMERICA,157796,1,28,5002869,0,NO,LOW
9043,FINANCIAL SERVICES,EUROPE,925521,21,39,4972389,8,YES,HIGH
9044,ECOMMERCE,EUROPE,20180,15,14,5014390,3,YES,MEDIUM
9045,HEALTHCARE,ASIA,1180409,22,29,5072890,7,YES,MEDIUM
9046,ECOMMERCE,EUROPE,800624,6,36,5003478,6,YES,MEDIUM
9047,OTHER,ASIA,47425,9,31,5123326,6,YES,MEDIUM
9048,OTHER,SOUTH AMERICA,910403,27,17,4934312,4,YES,MEDIUM
9049,FINANCIAL SERVICES,NORTH AMERICA,1497254,16,14,5064733,0,NO,LOW
9050,FINANCIAL SERVICES,AFRICA,1406446,29,32,4997705,4,NO,LOW
9051,AUTOMOTIVE,AFRICA,883371,8,48,4941437,7,YES,LOW
9052,EDUCATION,ASIA,705347,11,37,5038572,1,NO,LOW
9053,AUTOMOTIVE,NORTH AMERICA,370675,9,15,5004032,6,YES,MEDIUM
9054,HEALTHCARE,ASIA,576200,4,25,4933247,7,YES,MEDIUM
9055,FINANCIAL SERVICES,SOUTH AMERICA,267417,5,33,4951281,7,YES,HIGH
9056,OTHER,AFRICA,409372,48,11,4957397,2,NO,LOW
9057,OTHER,EUROPE,532876,13,5,4983938,4,NO,LOW
9058,HEALTHCARE,EUROPE,369366,49,37,5042837,2,NO,MEDIUM
9059,AUTOMOTIVE,SOUTH AMERICA,755449,41,32,5011214,6,YES,HIGH
9060,EDUCATION,EUROPE,181539,15,25,4971835,6,YES,MEDIUM
9061,AUTOMOTIVE,ASIA,1044972,8,14,4953578,5,YES,LOW
9062,AUTOMOTIVE,ASIA,213921,7,13,4965149,4,YES,MEDIUM
9063,EDUCATION,NORTH AMERICA,1132437,25,29,5041057,3,NO,LOW
9064,AUTOMOTIVE,AFRICA,1097259,34,45,4996252,8,NO,LOW
9065,FINANCIAL SERVICES,AFRICA,25274,0,33,5118228,2,NO,LOW
9066,FINANCIAL SERVICES,EUROPE,248246,21,46,4944204,4,NO,MEDIUM
9067,TELECOM,AFRICA,1427278,41,49,5010946,8,YES,MEDIUM
9068,OTHER,ASIA,269863,46,31,4983707,4,NO,MEDIUM
9069,FINANCIAL SERVICES,ASIA,210399,44,25,4932445,8,NO,HIGH
9070,ECOMMERCE,SOUTH AMERICA,1190778,4,22,4983636,3,YES,MEDIUM
9071,AUTOMOTIVE,AFRICA,8447,3,11,4949831,3,YES,LOW
9072,ECOMMERCE,NORTH AMERICA,115602,4,1,5028994,3,NO,LOW
9073,EDUCATION,EUROPE,871796,6,13,4918582,3,YES,LOW
9074,TELECOM,NORTH AMERICA,243210,4,46,4905388,7,YES,HIGH
9075,ECOMMERCE,ASIA,1099227,0,14,5018289,8,YES,MEDIUM
9076,TELECOM,AFRICA,585585,28,46,5008624,7,NO,LOW
9077,OTHER,EUROPE,485348,32,1,4979281,7,NO,MEDIUM
9078,AUTOMOTIVE,NORTH AMERICA,1111560,40,44,4946784,5,NO,LOW
9079,AUTOMOTIVE,EUROPE,742431,13,12,5051471,7,NO,LOW
9080,EDUCATION,ASIA,1410720,39,35,5000084,7,YES,MEDIUM
9081,OTHER,NORTH AMERICA,215009,41,0,4960820,9,NO,HIGH
9082,HEALTHCARE,ASIA,853615,29,3,5043483,1,YES,MEDIUM
9083,OTHER,EUROPE,1076423,28,21,5036411,1,NO,LOW
9084,FINANCIAL SERVICES,NORTH AMERICA,249518,33,35,4954993,0,YES,HIGH
9085,ECOMMERCE,NORTH AMERICA,232783,43,33,5071651,2,YES,HIGH
9086,HEALTHCARE,NORTH AMERICA,968428,13,14,4798001,6,YES,MEDIUM
9087,ECOMMERCE,AFRICA,899604,14,12,4944185,0,YES,LOW
9088,AUTOMOTIVE,EUROPE,846575,23,30,4925632,7,NO,LOW
9089,EDUCATION,EUROPE,855507,19,27,4967045,3,NO,LOW
9090,HEALTHCARE,NORTH AMERICA,981377,2,3,4951074,7,NO,LOW
9091,OTHER,NORTH AMERICA,679947,30,2,5070790,7,NO,MEDIUM
9092,TELECOM,AFRICA,46061,38,44,5068543,2,NO,LOW
9093,FINANCIAL SERVICES,EUROPE,125428,16,15,5056301,0,NO,MEDIUM
9094,ECOMMERCE,EUROPE,1358952,14,2,5012748,4,YES,MEDIUM
9095,FINANCIAL SERVICES,EUROPE,481801,29,8,4927992,4,NO,MEDIUM
9096,ECOMMERCE,EUROPE,1436027,37,25,4967723,7,NO,LOW
9097,EDUCATION,SOUTH AMERICA,1096738,41,8,4961672,9,NO,MEDIUM
9098,OTHER,SOUTH AMERICA,376485,1,33,5030471,4,YES,MEDIUM
9099,FINANCIAL SERVICES,AFRICA,1251002,14,14,5076047,5,NO,LOW
9100,FINANCIAL SERVICES,EUROPE,664432,33,5,4954881,1,YES,HIGH
9101,AUTOMOTIVE,SOUTH AMERICA,375543,14,3,5036967,0,YES,MEDIUM
9102,TELECOM,ASIA,338141,30,47,5026699,2,YES,MEDIUM
9103,ECOMMERCE,EUROPE,205523,42,28,4991523,9,NO,HIGH
9104,HEALTHCARE,SOUTH AMERICA,1500656,23,12,5060130,8,NO,MEDIUM
9105,HEALTHCARE,AFRICA,646756,37,41,5008485,7,NO,MEDIUM
9106,EDUCATION,NORTH AMERICA,1496915,16,1,5061701,4,YES,MEDIUM
9107,ECOMMERCE,SOUTH AMERICA,1148796,28,5,4918095,0,YES,MEDIUM
9108,HEALTHCARE,EUROPE,638651,2,11,5031989,6,YES,MEDIUM
9109,ECOMMERCE,EUROPE,952998,35,0,4995812,5,YES,MEDIUM
9110,TELECOM,AFRICA,758956,48,14,5038674,6,YES,HIGH
9111,EDUCATION,EUROPE,103408,47,34,4945713,6,YES,HIGH
9112,FINANCIAL SERVICES,ASIA,637054,4,19,5018353,6,YES,MEDIUM
9113,HEALTHCARE,EUROPE,775950,4,44,5058619,3,NO,LOW
9114,FINANCIAL SERVICES,NORTH AMERICA,274922,30,41,5057519,3,NO,MEDIUM
9115,ECOMMERCE,AFRICA,760439,17,30,4958411,2,YES,LOW
9116,HEALTHCARE,NORTH AMERICA,819438,27,32,5023600,5,NO,MEDIUM
9117,HEALTHCARE,EUROPE,65111,22,10,5065729,5,YES,HIGH
9118,HEALTHCARE,ASIA,1111644,45,34,4949439,1,YES,MEDIUM
9119,AUTOMOTIVE,AFRICA,1272850,23,11,4977209,2,YES,LOW
9120,OTHER,EUROPE,117571,8,29,4953620,1,YES,MEDIUM
9121,ECOMMERCE,ASIA,920528,22,19,4996592,8,NO,LOW
9122,OTHER,AFRICA,213276,38,18,5106604,8,NO,MEDIUM
9123,EDUCATION,ASIA,908598,37,2,5064198,6,YES,MEDIUM
9124,HEALTHCARE,NORTH AMERICA,91364,37,33,4983150,9,YES,HIGH
9125,ECOMMERCE,AFRICA,690357,31,49,5113291,7,NO,LOW
9126,FINANCIAL SERVICES,AFRICA,1304271,14,26,4998572,4,YES,MEDIUM
9127,AUTOMOTIVE,SOUTH AMERICA,1062589,37,6,5011756,6,NO,LOW
9128,ECOMMERCE,SOUTH AMERICA,1397060,27,42,4942599,4,YES,MEDIUM
9129,OTHER,NORTH AMERICA,301644,32,28,4993247,1,YES,HIGH
9130,ECOMMERCE,ASIA,283936,48,25,5021138,4,YES,HIGH
9131,ECOMMERCE,AFRICA,1162026,38,0,5068610,9,NO,LOW
9132,FINANCIAL SERVICES,AFRICA,57824,44,11,4985398,0,YES,HIGH
9133,TELECOM,SOUTH AMERICA,1226189,10,1,4926164,9,YES,HIGH
9134,OTHER,SOUTH AMERICA,388887,20,10,4962121,5,YES,HIGH
9135,EDUCATION,AFRICA,943453,0,44,4959124,6,NO,LOW
9136,ECOMMERCE,ASIA,715152,42,44,4981146,1,NO,LOW
9137,FINANCIAL SERVICES,SOUTH AMERICA,828561,35,0,5026380,6,NO,MEDIUM
9138,OTHER,SOUTH AMERICA,1314623,3,37,5066038,0,YES,LOW
9139,EDUCATION,ASIA,1013284,28,23,4983130,3,NO,LOW
9140,ECOMMERCE,SOUTH AMERICA,372477,14,3,5004616,8,NO,MEDIUM
9141,ECOMMERCE,NORTH AMERICA,715836,40,5,4956611,8,YES,HIGH
9142,HEALTHCARE,EUROPE,749498,17,38,4903207,1,YES,MEDIUM
9143,AUTOMOTIVE,EUROPE,926385,13,33,4950757,9,NO,LOW
9144,EDUCATION,AFRICA,1050781,33,49,4976238,0,YES,LOW
9145,FINANCIAL SERVICES,AFRICA,184368,27,49,4949592,4,YES,HIGH
9146,FINANCIAL SERVICES,NORTH AMERICA,1485258,2,16,5090686,0,NO,LOW
9147,HEALTHCARE,NORTH AMERICA,341608,15,22,4995944,3,NO,MEDIUM
9148,TELECOM,EUROPE,760213,27,27,5040740,9,NO,MEDIUM
9149,HEALTHCARE,ASIA,482571,4,7,5008893,7,NO,LOW
9150,FINANCIAL SERVICES,AFRICA,1049727,47,20,5118919,5,NO,LOW
9151,EDUCATION,ASIA,696161,14,15,5071752,3,NO,LOW
9152,FINANCIAL SERVICES,SOUTH AMERICA,1290978,38,30,5003234,6,NO,MEDIUM
9153,AUTOMOTIVE,SOUTH AMERICA,924056,3,16,5000466,6,YES,MEDIUM
9154,OTHER,SOUTH AMERICA,321795,19,17,5021455,4,YES,HIGH
9155,EDUCATION,NORTH AMERICA,1277262,39,10,4937709,1,NO,LOW
9156,ECOMMERCE,SOUTH AMERICA,721140,3,30,5044751,4,NO,LOW
9157,OTHER,ASIA,672442,10,22,4933429,3,YES,MEDIUM
9158,ECOMMERCE,AFRICA,1399924,25,20,5008325,8,NO,LOW
9159,OTHER,ASIA,1042313,23,31,5054830,2,NO,LOW
9160,FINANCIAL SERVICES,NORTH AMERICA,198330,10,43,5103953,5,NO,MEDIUM
9161,ECOMMERCE,AFRICA,990926,26,5,5009139,5,NO,LOW
9162,EDUCATION,ASIA,1152736,49,47,4990769,0,NO,LOW
9163,HEALTHCARE,SOUTH AMERICA,208479,2,11,5030002,9,YES,HIGH
9164,HEALTHCARE,ASIA,1192497,34,4,4991808,5,YES,MEDIUM
9165,TELECOM,AFRICA,913462,25,19,5001289,9,YES,MEDIUM
9166,HEALTHCARE,ASIA,506053,33,30,5059697,3,NO,LOW
9167,FINANCIAL SERVICES,NORTH AMERICA,481559,34,45,4988308,2,YES,HIGH
9168,TELECOM,AFRICA,166636,31,34,4946979,8,NO,MEDIUM
9169,AUTOMOTIVE,NORTH AMERICA,739271,5,34,5048513,2,NO,LOW
9170,EDUCATION,ASIA,1060333,23,7,5032770,3,NO,LOW
9171,FINANCIAL SERVICES,ASIA,740280,29,7,5087668,6,YES,HIGH
9172,HEALTHCARE,EUROPE,212197,43,41,4951929,5,NO,MEDIUM
9173,HEALTHCARE,NORTH AMERICA,1389973,23,28,4939504,5,YES,MEDIUM
9174,FINANCIAL SERVICES,SOUTH AMERICA,459273,24,14,5005018,1,NO,MEDIUM
9175,FINANCIAL SERVICES,EUROPE,209072,43,3,5053170,8,NO,HIGH
9176,HEALTHCARE,SOUTH AMERICA,672860,46,10,4970454,6,NO,MEDIUM
9177,TELECOM,ASIA,976166,13,46,5040104,6,NO,LOW
9178,FINANCIAL SERVICES,NORTH AMERICA,392529,22,19,4994821,5,NO,MEDIUM
9179,ECOMMERCE,SOUTH AMERICA,1086157,21,38,4960052,2,YES,MEDIUM
9180,EDUCATION,SOUTH AMERICA,1411544,43,14,5014486,4,YES,MEDIUM
9181,ECOMMERCE,ASIA,1308530,1,18,5006367,6,NO,LOW
9182,HEALTHCARE,ASIA,460409,1,20,4861792,4,NO,LOW
9183,AUTOMOTIVE,AFRICA,714472,2,19,4943569,9,YES,LOW
9184,OTHER,SOUTH AMERICA,104242,3,30,4920731,9,YES,HIGH
9185,ECOMMERCE,AFRICA,1448443,14,2,5039383,0,YES,LOW
9186,EDUCATION,SOUTH AMERICA,739861,5,45,4999068,3,YES,MEDIUM
9187,OTHER,AFRICA,426969,19,42,5044259,0,YES,LOW
9188,FINANCIAL SERVICES,NORTH AMERICA,1224917,3,36,4992804,8,NO,MEDIUM
9189,AUTOMOTIVE,SOUTH AMERICA,267919,32,10,5025780,9,YES,HIGH
9190,HEALTHCARE,AFRICA,654353,24,1,4943418,6,NO,LOW
9191,EDUCATION,SOUTH AMERICA,1233376,41,2,5016493,9,YES,HIGH
9192,AUTOMOTIVE,ASIA,174324,30,3,4897555,0,NO,LOW
9193,OTHER,AFRICA,820150,38,35,5093642,6,YES,MEDIUM
9194,ECOMMERCE,SOUTH AMERICA,1174840,47,33,5025116,5,NO,MEDIUM
9195,AUTOMOTIVE,SOUTH AMERICA,1303457,48,10,5110976,2,YES,MEDIUM
9196,ECOMMERCE,SOUTH AMERICA,1070367,7,22,5048313,2,NO,LOW
9197,ECOMMERCE,EUROPE,666428,37,45,5081952,9,YES,HIGH
9198,TELECOM,ASIA,560165,29,42,4993255,7,YES,HIGH
9199,ECOMMERCE,SOUTH AMERICA,19081,40,36,4961933,3,NO,MEDIUM
9200,AUTOMOTIVE,NORTH AMERICA,880919,34,10,5082996,1,NO,LOW
9201,EDUCATION,EUROPE,641647,18,47,4973203,7,NO,LOW
9202,FINANCIAL SERVICES,SOUTH AMERICA,1149336,1,40,5050777,7,YES,MEDIUM
9203,EDUCATION,ASIA,1164192,7,22,4911327,4,YES,LOW
9204,AUTOMOTIVE,AFRICA,1189544,9,48,5053030,2,NO,LOW
9205,EDUCATION,NORTH AMERICA,581343,21,48,4976700,0,YES,MEDIUM
9206,EDUCATION,NORTH AMERICA,26141,12,15,5005278,4,YES,MEDIUM
9207,HEALTHCARE,ASIA,727838,1,35,5001109,0,YES,LOW
9208,FINANCIAL SERVICES,SOUTH AMERICA,26194,39,28,5098177,0,YES,HIGH
9209,TELECOM,AFRICA,392651,38,11,5085023,8,NO,MEDIUM
9210,EDUCATION,SOUTH AMERICA,344296,41,9,5002549,5,YES,HIGH
9211,HEALTHCARE,AFRICA,309447,45,48,5032069,2,NO,LOW
9212,ECOMMERCE,AFRICA,276461,30,31,4925904,1,YES,MEDIUM
9213,TELECOM,AFRICA,1065176,32,13,5099762,5,YES,MEDIUM
9214,TELECOM,ASIA,786761,20,23,4931611,6,YES,MEDIUM
9215,OTHER,NORTH AMERICA,927322,4,28,4987971,3,NO,LOW
9216,FINANCIAL SERVICES,NORTH AMERICA,1075705,6,45,5081379,4,NO,LOW
9217,FINANCIAL SERVICES,AFRICA,1329170,49,18,4923757,2,YES,MEDIUM
9218,FINANCIAL SERVICES,EUROPE,1134429,27,5,5038350,3,NO,LOW
9219,ECOMMERCE,EUROPE,1067946,14,0,5011855,2,NO,LOW
9220,HEALTHCARE,ASIA,189195,31,6,4923788,4,NO,MEDIUM
9221,AUTOMOTIVE,ASIA,481191,41,47,4971558,7,YES,MEDIUM
9222,AUTOMOTIVE,ASIA,965928,2,38,4941877,5,YES,LOW
9223,OTHER,SOUTH AMERICA,239690,36,22,5022154,8,YES,HIGH
9224,OTHER,EUROPE,1472816,35,20,4992917,2,NO,LOW
9225,AUTOMOTIVE,AFRICA,732747,30,40,5023951,4,NO,LOW
9226,TELECOM,ASIA,1150181,5,47,4973820,3,YES,LOW
9227,HEALTHCARE,EUROPE,798050,45,8,4929835,4,YES,HIGH
9228,FINANCIAL SERVICES,SOUTH AMERICA,1136198,26,47,5072631,4,YES,HIGH
9229,EDUCATION,EUROPE,1488502,46,7,4983223,1,YES,MEDIUM
9230,ECOMMERCE,NORTH AMERICA,807110,46,9,5053200,0,NO,LOW
9231,OTHER,SOUTH AMERICA,1166226,36,37,5050795,3,YES,MEDIUM
9232,AUTOMOTIVE,NORTH AMERICA,502139,30,34,4968758,3,YES,MEDIUM
9233,ECOMMERCE,EUROPE,58091,11,0,5074203,8,YES,HIGH
9234,TELECOM,AFRICA,463196,25,32,4990345,8,NO,LOW
9235,ECOMMERCE,AFRICA,110156,3,13,5004340,8,YES,MEDIUM
9236,HEALTHCARE,SOUTH AMERICA,1037917,35,41,4968080,1,NO,LOW
9237,ECOMMERCE,AFRICA,514742,14,16,4988305,6,NO,LOW
9238,AUTOMOTIVE,SOUTH AMERICA,1246699,35,24,5026918,5,YES,MEDIUM
9239,HEALTHCARE,EUROPE,1464940,7,44,5031663,8,NO,LOW
9240,FINANCIAL SERVICES,SOUTH AMERICA,223842,19,46,5051874,7,YES,HIGH
9241,FINANCIAL SERVICES,AFRICA,617756,10,3,4870585,3,YES,MEDIUM
9242,OTHER,EUROPE,533400,13,21,5110598,3,YES,MEDIUM
9243,AUTOMOTIVE,NORTH AMERICA,910473,43,25,4948198,9,YES,HIGH
9244,FINANCIAL SERVICES,ASIA,1469650,34,6,4992024,1,YES,MEDIUM
9245,TELECOM,ASIA,582210,30,23,5010808,1,NO,LOW
9246,HEALTHCARE,NORTH AMERICA,1180021,17,42,5018403,4,NO,LOW
9247,HEALTHCARE,NORTH AMERICA,788151,10,3,4959209,1,NO,LOW
9248,TELECOM,NORTH AMERICA,849767,21,40,5048412,5,YES,HIGH
9249,AUTOMOTIVE,EUROPE,92464,29,30,5014570,8,NO,MEDIUM
9250,TELECOM,SOUTH AMERICA,745333,38,16,4972084,3,YES,HIGH
9251,OTHER,NORTH AMERICA,1347731,44,12,4935129,6,YES,HIGH
9252,HEALTHCARE,NORTH AMERICA,870916,49,4,4993270,7,YES,HIGH
9253,HEALTHCARE,EUROPE,265409,0,46,4931807,2,NO,LOW
9254,AUTOMOTIVE,ASIA,997437,28,20,4974156,5,NO,LOW
9255,HEALTHCARE,NORTH AMERICA,192654,32,0,5005418,3,NO,MEDIUM
9256,OTHER,ASIA,137902,15,35,4979565,3,YES,MEDIUM
9257,FINANCIAL SERVICES,ASIA,1230115,35,38,4929965,6,NO,LOW
9258,OTHER,SOUTH AMERICA,461063,22,44,5004309,7,NO,MEDIUM
9259,AUTOMOTIVE,EUROPE,1119572,1,33,4970353,9,NO,LOW
9260,OTHER,SOUTH AMERICA,249568,36,35,5005932,0,YES,HIGH
9261,TELECOM,AFRICA,1405964,47,35,4911534,5,YES,MEDIUM
9262,AUTOMOTIVE,SOUTH AMERICA,711859,5,8,4997414,7,NO,LOW
9263,ECOMMERCE,ASIA,312752,2,43,5013819,5,YES,MEDIUM
9264,FINANCIAL SERVICES,ASIA,730225,33,44,5017293,0,YES,MEDIUM
9265,FINANCIAL SERVICES,ASIA,399893,26,48,4939440,7,YES,HIGH
9266,AUTOMOTIVE,AFRICA,640070,33,19,4965840,7,NO,LOW
9267,OTHER,AFRICA,719922,35,25,5020882,3,NO,LOW
9268,FINANCIAL SERVICES,ASIA,330847,23,41,5046849,9,YES,HIGH
9269,AUTOMOTIVE,SOUTH AMERICA,845554,41,46,4929909,6,YES,HIGH
9270,EDUCATION,SOUTH AMERICA,1329210,41,29,5042888,3,NO,LOW
9271,AUTOMOTIVE,ASIA,1024934,21,11,4994682,2,NO,LOW
9272,FINANCIAL SERVICES,SOUTH AMERICA,887503,26,11,4932531,3,YES,HIGH
9273,EDUCATION,SOUTH AMERICA,1077643,15,48,5029334,3,YES,MEDIUM
9274,FINANCIAL SERVICES,ASIA,277142,5,49,5005256,3,YES,MEDIUM
9275,OTHER,EUROPE,801010,19,4,4960904,8,NO,LOW
9276,OTHER,NORTH AMERICA,799887,14,48,5047982,6,NO,LOW
9277,EDUCATION,AFRICA,17037,1,7,5016690,6,YES,MEDIUM
9278,TELECOM,ASIA,406380,45,25,4946138,9,YES,HIGH
9279,TELECOM,ASIA,865509,15,11,4958465,4,NO,LOW
9280,TELECOM,EUROPE,1030009,26,2,5039123,7,NO,MEDIUM
9281,TELECOM,SOUTH AMERICA,838422,47,20,4928833,4,NO,MEDIUM
9282,EDUCATION,NORTH AMERICA,195682,48,35,4934096,2,NO,MEDIUM
9283,EDUCATION,NORTH AMERICA,953076,40,45,5066243,2,NO,LOW
9284,TELECOM,SOUTH AMERICA,765206,17,39,4998029,1,YES,MEDIUM
9285,OTHER,AFRICA,1260078,35,1,4898487,2,YES,LOW
9286,FINANCIAL SERVICES,AFRICA,1345026,24,8,5052447,3,YES,MEDIUM
9287,EDUCATION,AFRICA,849425,25,5,5019150,9,YES,MEDIUM
9288,AUTOMOTIVE,SOUTH AMERICA,1379998,44,16,4959703,1,YES,MEDIUM
9289,EDUCATION,SOUTH AMERICA,954407,14,36,5039615,9,NO,LOW
9290,EDUCATION,EUROPE,765084,27,48,5008672,5,NO,LOW
9291,TELECOM,ASIA,234485,38,35,4987769,7,NO,MEDIUM
9292,FINANCIAL SERVICES,AFRICA,1173747,27,9,5058844,8,YES,MEDIUM
9293,HEALTHCARE,ASIA,636353,41,19,4986387,0,YES,MEDIUM
9294,HEALTHCARE,NORTH AMERICA,120626,32,22,4936838,8,YES,HIGH
9295,HEALTHCARE,NORTH AMERICA,897271,0,25,4993895,1,NO,LOW
9296,OTHER,AFRICA,82841,40,28,4963804,2,YES,MEDIUM
9297,EDUCATION,NORTH AMERICA,1280023,12,26,5002470,4,NO,LOW
9298,AUTOMOTIVE,AFRICA,916821,32,46,5030987,9,YES,MEDIUM
9299,TELECOM,AFRICA,1279802,43,36,4994254,6,NO,LOW
9300,OTHER,NORTH AMERICA,1069606,15,14,4978063,8,YES,MEDIUM
9301,AUTOMOTIVE,SOUTH AMERICA,197317,10,20,5040320,3,NO,LOW
9302,EDUCATION,AFRICA,1223138,45,31,4987984,9,YES,MEDIUM
9303,AUTOMOTIVE,NORTH AMERICA,1178285,15,32,4924671,1,YES,LOW
9304,EDUCATION,ASIA,1281294,49,25,5014081,5,YES,MEDIUM
9305,HEALTHCARE,ASIA,1189564,11,35,5003374,5,NO,LOW
9306,ECOMMERCE,EUROPE,815201,22,16,4955103,6,YES,MEDIUM
9307,AUTOMOTIVE,EUROPE,427160,12,41,5008483,4,NO,LOW
9308,HEALTHCARE,SOUTH AMERICA,1409707,43,22,4981513,1,YES,MEDIUM
9309,FINANCIAL SERVICES,AFRICA,1185649,42,15,5044117,8,NO,MEDIUM
9310,EDUCATION,NORTH AMERICA,991172,14,10,5043149,8,YES,MEDIUM
9311,EDUCATION,NORTH AMERICA,811715,49,29,5057969,9,NO,MEDIUM
9312,TELECOM,ASIA,919516,47,42,5021689,5,NO,MEDIUM
9313,TELECOM,AFRICA,1208245,4,31,4989450,4,YES,LOW
9314,OTHER,EUROPE,232428,47,28,4961512,0,YES,HIGH
9315,AUTOMOTIVE,SOUTH AMERICA,986800,17,41,4940922,4,NO,LOW
9316,TELECOM,EUROPE,1318653,35,14,5025766,9,NO,MEDIUM
9317,AUTOMOTIVE,ASIA,1060167,7,29,5021049,9,NO,LOW
9318,EDUCATION,SOUTH AMERICA,560325,17,30,4970289,6,NO,LOW
9319,HEALTHCARE,EUROPE,2578,34,27,4947654,0,YES,HIGH
9320,HEALTHCARE,ASIA,172401,44,38,5003848,8,YES,HIGH
9321,OTHER,NORTH AMERICA,1143137,31,1,5081464,0,YES,MEDIUM
9322,ECOMMERCE,AFRICA,571578,4,14,4962662,4,YES,LOW
9323,AUTOMOTIVE,ASIA,472668,32,23,4900616,8,NO,LOW
9324,AUTOMOTIVE,EUROPE,601499,36,16,5003460,7,YES,HIGH
9325,ECOMMERCE,NORTH AMERICA,521721,41,48,5022364,9,YES,HIGH
9326,FINANCIAL SERVICES,SOUTH AMERICA,233519,39,28,4902872,2,YES,HIGH
9327,TELECOM,NORTH AMERICA,320617,41,39,5085863,1,NO,MEDIUM
9328,HEALTHCARE,ASIA,899372,49,30,4961220,2,NO,LOW
9329,ECOMMERCE,AFRICA,1226612,5,25,5012820,8,YES,LOW
9330,EDUCATION,SOUTH AMERICA,849943,38,5,5032832,5,YES,MEDIUM
9331,OTHER,EUROPE,126819,29,19,4969487,8,YES,HIGH
9332,HEALTHCARE,ASIA,1466097,9,6,4952519,1,YES,LOW
9333,TELECOM,ASIA,295377,44,16,4970700,1,NO,MEDIUM
9334,EDUCATION,ASIA,246894,5,33,5035728,8,YES,MEDIUM
9335,FINANCIAL SERVICES,AFRICA,1056199,11,9,4961646,5,NO,LOW
9336,HEALTHCARE,AFRICA,1356358,30,9,4998970,5,YES,MEDIUM
